LZ_Nummer;fach1_id
60542;F02
60543;F02
60544;F02
60587;F02
60588;F02
60605;Q09
60606;Q09
60552;"Q08 "
60553;Q08
62069;Q08
60554;Q08
60451;"Q11 "
60452;Q11
60453;F01
60457;Q12
60458;Q12
60572;Q08
60573;Q08
60574;Q08
60569;Q08
60570;Q08
60566;Q08
60567;Q08
60568;Q08
60564;Q12
60565;Q12
60532;F02
60533;F02
60534;F02
62303;F02
62304;F02
60535;F02
37263;Q08
37282;Q08
60798;Q08
60627;Q08
37297;Q08
37267;Q08
37279;Q08
60625;Q08
37287;Q08
60624;Q08
37266;Q08
60799;Q08
60626;Q08
37269;Q08
60800;Q08
60630;Q08
60633;Q08
60801;Q08
60634;Q08
60631;Q08
60632;Q08
37264;Q08
37271;Q08
60797;Q08
62316;Q08
60628;Q08
37273;Q08
60802;Q08
60910;Q08
61984;Q08
60629;Q08
60636;Q08
60911;Q08
60635;Q08
60641;Q08
60912;Q08
60642;Q08
60652;F19
60611;"F19 "
60796;FÜ
60762;FÜ
60643;F01
60648;F01
60644;F01
60645;F01
60647;F01
60646;F01
60649;F01
116181;Q08
116183;Q08
116184;Q08
116186;Q08
116187;Q08
116190;Q08
116191;Q08
116192;Q08
116193;Q08
116195;Q08
116196;Q08
116197;Q08
116198;Q08
70348;FÜ
70349;FÜ
61939;F07
61940;F07
61941;F07
61942;F07
61943;F07
60619;F05
60620;F05
60621;F05
60622;F05
60623;F05
70356;"F12 "
70355;F12
70357;F12
70358;F12
70359;F12
60614;F11
60615;F11
60616;F11
60617;F11
60618;F11
92484;F07
44102;F07
44748;F07
44104;F07
45057;S03b
62057;S03b
44221;S03b
44254;S03b
44171;S03b
44463;F07
44465;F07
44467;F07
44671;F07
45056;F07
45058;F07
44543;F07
44663;F10B
44664;F10B
44665;F10B
62031;F12
62056;F12
44513;Q09
44744;Q09
83227;F12
44554;F07
45069;F07
45070;F01
44565;F19
44566;F19
44569;F19
44684;F07
44686;F07
84008;F07
44687;F07
62324;F07
62320;F07
62321;F07
62322;F07
62323;F07
44364;F12
44361;F12
44362;F12
44360;F12
60424;S03b
60425;F05M
44230;F12
44236;F12
62036;F12
62037;F07
44691;F07
44573;F12
44370;"F20 "
45060;F20
44371;F12
62330;F07
44471;F07
44461;F07
44469;F12
68447;F07
62205;F07
62206;F07
45073;F07
45074;F07
62298;F07
44559;F07
44560;F07
44695;F07
44561;F07
44567;F07
44568;F01
44570;F07
44688;F02
44564;F07
44563;F07
44421;F12
44724;F12
44725;F12
44726;F12
44422;F12
62030;F12
44693;F07
45059;F07
44483;F12
44479;F12
44482;F12
62032;F07
44486;F07
44485;F12
44490;F07
62033;F07
44476;F07
44477;F07
62034;F07
62035;F07
45072;F07
62052;F12
62207;F12
62208;F12
62209;F12
62210;F12
45051;F07
62299;F07
45052;F07
45053;F07
44348;FÜ
44349;FÜ
44350;FÜ
44447;F12
44449;F16
44450;F16
44452;F16
44147;F12
44148;F12
44397;F05K
44400;F05K
44401;F05K
44527;F05K
44533;F05K
62315;F05K
44515;F08A
44517;F08A
44518;F08A
44940;F08
61989;F08
62343;F08
44451;F12
62006;F12
44453;F12
44458;F12
62028;F15
62029;F15
44894;F15
62003;F12
44893;F12
44411;F12
44412;F12
44413;F12
44255;S04a
44256;S04a
44692;S04a
45047;S04a
44258;S04a
45068;F12
44607;F12
60435;S03b
60436;S03b
44611;F12
44745;F12
45055;F12
44932;F12
44415;F12
44501;F12
62007;F12
97355;F12
97356;F12
97357;F12
44386;F12
44388;F12
44389;F12
44390;F12
44387;F12
45048;F12
44669;F12
44433;F12
44435;F12
44436;F12
44437;F12
44666;F12
44228;F01
44229;Q09
70374;Q09
44227;Q09
44696;F12
44697;F12
44698;F12
44701;"Q01 "
44702;Q01
44699;F12
94654;F12
94655;F12
94656;F12
94657;F12
94658;F12
44905;F12
45067;F12
62211;F12
62212;F12
62213;F12
62214;F12
68455;F12
44373;FÜ
44374;FÜ
44375;FÜ
44376;FÜ
44377;FÜ
45065;F12
44590;F12
62215;F12
62216;F12
62217;F12
62218;F12
45265;F12
44599;F12
44600;F12
44601;F12
62219;F12
62220;F12
62221;F12
44896;F12
44897;F12
44898;F12
44681;F12
44683;F12
44682;F12
44750;F12
60427;F20
44316;F20
44524;F20
45049;F11G
44153;F11G
44142;F03
44144;F03
44416;F03
44122;S04b
44123;S04b
44124;S04b
44125;Q03
44126;S02b
44130;S02b
44131;S04b
44132;S02b
44119;F11G
44116;F11G
70385;F11G
44127;F11G
44128;F11G
44901;F11G
44121;Q07
44299;F11G
44303;F11G
62238;F11G
62239;F11G
62240;F11G
62241;F11G
45050;F02
44140;F02
44139;F02
44608;F02
62054;Q13
44708;F02
44711;F02
44709;Q13
62053;Q13
62242;Q13
44496;Q13
44498;Q13
44500;Q13
44499;F20
44493;Q13
62134;Q13
44495;Q13
44673;Q13
44767;Q13
44768;Q13
62338;Q13
44672;F20
44334;F18
44707;F18
44640;F20
44317;F20
44639;F20
44315;F20
44319;F20
44135;F11G
44650;F11G
87804;F02
44271;F02
87803;F01
44429;F02
44431;F02
44314;F20
44636;F20
60426;F20
44280;S04a
44282;S04a
44281;F12
44338;F02
44339;F02
44727;F02
44728;F02
44752;F02
44753;F02
62305;F02
62306;F02
62307;F02
62311;F02
44322;Q13
44323;Q13
44324;Q13
44325;Q13
44631;Q13
44634;Q13
44637;F02
44638;F02
44647;F11G
44749;F11G
62125;F14
44655;FÜ
44656;FÜ
44657;FÜ
62337;F02
60462;F02
62333;F02
62334;F02
62335;F02
62336;F02
115498;F06
115499;F06
44157;FÜ
44159;FÜ
44158;FÜ
45207;FÜ
44167;Q01
62026;Q01
62027;Q01
44168;Q01
44169;Q01
45185;FÜ
62004;FÜ
62005;FÜ
45186;FÜ
44193;FÜ
44194;FÜ
44195;FÜ
44196;FÜ
44182;Q08
44189;Q08
44190;Q08
44178;FÜ
44754;FÜ
44756;FÜ
75125;Q01
75126;Q01
75127;Q01
44202;Q01
44203;Q01
44205;Q01
44206;Q01
44207;Q03
44208;Q03
44209;Q03
44210;Q03
44425;FÜ
44426;FÜ
44427;FÜ
62046;FÜ
44215;FÜ
44378;FÜ
44379;FÜ
44380;FÜ
44381;FÜ
44382;FÜ
44406;Q01
44407;Q01
44409;Q01
44216;S04a
44217;S04a
44219;S04a
44220;FÜ
44761;FÜ
44763;FÜ
44759;FÜ
61998;FÜ
61999;FÜ
62000;FÜ
62001;FÜ
62002;FÜ
44383;FÜ
44384;FÜ
44385;FÜ
44773;FÜ
44774;FÜ
44775;FÜ
44776;FÜ
111113;D1
111114;Q01
15112;FÜ
37439;FÜ
15322;FÜ
15087;FÜ
15078;FÜ
15077;FÜ
15151;FÜ
15208;FÜ
15311;FÜ
45172;Q08
45173;Q08
45171;Q08
15090;F05
15091;F05
15092;F05
15167;F06
15101;FÜ
15102;FÜ
15209;FÜ
15210;FÜ
15211;FÜ
15213;FÜ
15306;FÜ
15108;Q01
15110;Q01
15109;Q01
44341;Z02
44342;Z02
44344;Z02
44347;Z02
62062;F21
44434;F21
62014;"F07 "
62015;F07
44090;Q11
44713;F07
44089;Q11
44712;F07
44547;F07
44096;F07
44652;"F19 "
44730;F19
44651;F19
44654;F11
45294;F10B
45295;F10B
45296;F10B
45297;F10B
45302;F10B
45303;F10B
62087;F07
62008;F07
62058;F21
62059;F21
62088;F21
44276;F07
44277;F07
44278;F07
44777;F19
44778;F19
44779;F19
62060;F21
62061;F21
44786;S04b
44784;S04b
44781;S04b
83381;S04b
44311;Z02
78501;S02b
62089;F19
44879;F20
62090;F20
62091;F20
44310;F16
44330;F16
62009;F07
62013;F07
62223;F07
62224;F07
62225;F07
62016;F07
62092;F16
62093;F16
61995;F21
61996;F21
44174;"Q09 "
44176;Q09
44335;F16
44336;F16
44110;Q12
44627;F21
62020;F07
62226;F21
62227;F21
62228;F21
62229;F21
62066;F21
62063;F21
62064;F21
62065;F21
44283;F07
44287;F07
44645;F07
62021;F07
44633;F07
44629;F07
44528;F07
44534;F07
44442;F06
70360;F06
78494;F06
44720;F06
44646;S03b
83225;S03b
115495;D1
115496;D1
115497;D1
44614;FÜ
44615;FÜ
44616;FÜ
44617;FÜ
44333;F07
68471;F21
62230;F07
62231;F07
62232;F07
62233;F07
